code,description,measure,name,frequency,unit,adjustment,source
A130393284V,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Footwear for men ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Footwear for men,Month,% pts,Original,640105.xlsx
A130395748T,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Footwear for women ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Footwear for women,Month,% pts,Original,640105.xlsx
A130391996F,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Footwear for infants and children ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Footwear for infants and children,Month,% pts,Original,640105.xlsx
A130397295X,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Accessories and clothing services ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Accessories and clothing services,Month,% pts,Original,640105.xlsx
A130396021W,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Accessories ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Accessories,Month,% pts,Original,640105.xlsx
A130399483V,"Contribution to All groups CPI Percentage Points Change from Previous Period ;  Cleaning, repair and hire of clothing and footwear ;  Australia ;",Contribution to All groups CPI Percentage Points Change from Previous Period,"Cleaning, repair and hire of clothing and footwear",Month,% pts,Original,640105.xlsx
A130399189F,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Housing ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Housing,Month,% pts,Original,640105.xlsx
A130390099L,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Rents ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Rents,Month,% pts,Original,640105.xlsx
A130397975C,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Rents ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Rents,Month,% pts,Original,640105.xlsx
A130391541K,Contribution to All groups CPI Percentage Points Change from Previous Period ;  New dwelling purchase by owner-occupiers ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,New dwelling purchase by owner-occupiers,Month,% pts,Original,640105.xlsx
A130399777A,Contribution to All groups CPI Percentage Points Change from Previous Period ;  New dwelling purchase by owner-occupiers ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,New dwelling purchase by owner-occupiers,Month,% pts,Original,640105.xlsx
A130397849R,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Other housing ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Other housing,Month,% pts,Original,640105.xlsx
A130394593T,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Maintenance and repair of the dwelling ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Maintenance and repair of the dwelling,Month,% pts,Original,640105.xlsx
A130399784X,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Property rates and charges ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Property rates and charges,Month,% pts,Original,640105.xlsx
A130393095J,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Utilities ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Utilities,Month,% pts,Original,640105.xlsx
A130391065J,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Water and sewerage ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Water and sewerage,Month,% pts,Original,640105.xlsx
A130390736T,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Electricity ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Electricity,Month,% pts,Original,640105.xlsx
A130392619T,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Gas and other household fuels ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Gas and other household fuels,Month,% pts,Original,640105.xlsx
A130399203R,"Contribution to All groups CPI Percentage Points Change from Previous Period ;  Furnishings, household equipment and services ;  Australia ;",Contribution to All groups CPI Percentage Points Change from Previous Period,"Furnishings, household equipment and services",Month,% pts,Original,640105.xlsx
A130397800A,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Furniture and furnishings ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Furniture and furnishings,Month,% pts,Original,640105.xlsx
A130394600C,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Furniture ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Furniture,Month,% pts,Original,640105.xlsx
A130397828C,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Carpets and other floor coverings ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Carpets and other floor coverings,Month,% pts,Original,640105.xlsx
A130396497C,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Household textiles ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Household textiles,Month,% pts,Original,640105.xlsx
A130395384R,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Household textiles ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Household textiles,Month,% pts,Original,640105.xlsx
A130398521C,"Contribution to All groups CPI Percentage Points Change from Previous Period ;  Household appliances, utensils and tools ;  Australia ;",Contribution to All groups CPI Percentage Points Change from Previous Period,"Household appliances, utensils and tools",Month,% pts,Original,640105.xlsx
A130399511T,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Major household appliances ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Major household appliances,Month,% pts,Original,640105.xlsx
A130391254V,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Small electric household appliances ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Small electric household appliances,Month,% pts,Original,640105.xlsx
A130391268J,"Contribution to All groups CPI Percentage Points Change from Previous Period ;  Glassware, tableware and household utensils ;  Australia ;",Contribution to All groups CPI Percentage Points Change from Previous Period,"Glassware, tableware and household utensils",Month,% pts,Original,640105.xlsx
A130392038V,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Tools and equipment for house and garden ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Tools and equipment for house and garden,Month,% pts,Original,640105.xlsx
A130394922V,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Non-durable household products ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Non-durable household products,Month,% pts,Original,640105.xlsx
A130399525F,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Cleaning and maintenance products ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Cleaning and maintenance products,Month,% pts,Original,640105.xlsx
A130393536C,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Personal care products ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Personal care products,Month,% pts,Original,640105.xlsx
A130391121R,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Other non-durable household products ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Other non-durable household products,Month,% pts,Original,640105.xlsx
A130397344J,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Domestic and household services ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Domestic and household services,Month,% pts,Original,640105.xlsx
A130390064L,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Child care ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Child care,Month,% pts,Original,640105.xlsx
A130393550X,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Hairdressing and personal grooming services ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Hairdressing and personal grooming services,Month,% pts,Original,640105.xlsx
A130395202R,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Other household services ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Other household services,Month,% pts,Original,640105.xlsx
A130389994K,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Health ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Health,Month,% pts,Original,640105.xlsx
A130397856L,"Contribution to All groups CPI Percentage Points Change from Previous Period ;  Medical products, appliances and equipment ;  Australia ;",Contribution to All groups CPI Percentage Points Change from Previous Period,"Medical products, appliances and equipment",Month,% pts,Original,640105.xlsx
A130393522R,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Pharmaceutical products ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Pharmaceutical products,Month,% pts,Original,640105.xlsx
A130393487V,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Therapeutic appliances and equipment ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Therapeutic appliances and equipment,Month,% pts,Original,640105.xlsx
A130390288X,"Contribution to All groups CPI Percentage Points Change from Previous Period ;  Medical, dental and hospital services ;  Australia ;",Contribution to All groups CPI Percentage Points Change from Previous Period,"Medical, dental and hospital services",Month,% pts,Original,640105.xlsx
A130390925C,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Medical and hospital services ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Medical and hospital services,Month,% pts,Original,640105.xlsx
A130393501C,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Dental services ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Dental services,Month,% pts,Original,640105.xlsx
A130396693L,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Transport ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Transport,Month,% pts,Original,640105.xlsx
A130391793F,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Private motoring ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Private motoring,Month,% pts,Original,640105.xlsx
A130395839X,Contribution to All groups CPI Percentage Points Change from Previous Period ;  Motor vehicles ;  Australia ;,Contribution to All groups CPI Percentage Points Change from Previous Period,Motor vehicles,Month,% pts,Original,640105.xlsx
